省份,公共充电桩保有量（台）,Unnamed: 2,Unnamed: 3,Unnamed: 4,source_file,sheet_name,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,province,year,sub_fix,sub_ope
湖北,9722.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2018各省份公共充电桩保有量    .xlsx,工作表1,,,,,,,,,,2018.0,,
湖南,5184.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2018各省份公共充电桩保有量    .xlsx,工作表1,,,,,,,,,,2018.0,,
广东,35928.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2018各省份公共充电桩保有量    .xlsx,工作表1,,,,,,,,,,2018.0,,
广西,1771.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2018各省份公共充电桩保有量    .xlsx,工作表1,,,,,,,,,,2018.0,,
海南,1403.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2018各省份公共充电桩保有量    .xlsx,工作表1,,,,,,,,,,2018.0,,
重庆,8538.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2018各省份公共充电桩保有量    .xlsx,工作表1,,,,,,,,,,2018.0,,
四川,8169.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2018各省份公共充电桩保有量    .xlsx,工作表1,,,,,,,,,,2018.0,,
贵州,1779.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2018各省份公共充电桩保有量    .xlsx,工作表1,,,,,,,,,,2018.0,,
云南,1987.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2018各省份公共充电桩保有量    .xlsx,工作表1,,,,,,,,,,2018.0,,
西藏,17.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2018各省份公共充电桩保有量    .xlsx,工作表1,,,,,,,,,,2018.0,,
陕西,8705.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2018各省份公共充电桩保有量    .xlsx,工作表1,,,,,,,,,,2018.0,,
甘肃,2327.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2018各省份公共充电桩保有量    .xlsx,工作表1,,,,,,,,,,2018.0,,
青海,445.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2018各省份公共充电桩保有量    .xlsx,工作表1,,,,,,,,,,2018.0,,
宁夏,233.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2018各省份公共充电桩保有量    .xlsx,工作表1,,,,,,,,,,2018.0,,
新疆,207.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2018各省份公共充电桩保有量    .xlsx,工作表1,,,,,,,,,,2018.0,,
香港,3.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2018各省份公共充电桩保有量    .xlsx,工作表1,,,,,,,,,,2018.0,,
北京,59060.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
天津,16687.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
河北,22307.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
山西,12027.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
内蒙古,2525.0,,,数据来源：中国充电联盟,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
辽宁,6044.0,,,中国电动汽车充电基础设施促进联盟（EVCIPA）（简称“中国充电联盟”）是应国办〔2015〕73号文要求、国家能源局作为指导单位，由行业协会、科研院所、电网企业、充电运营服务商、汽车制造商、充电设施制造商等发起成立的非盈利性社团组织。,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
吉林,1763.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
黑龙江,2666.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
上海,55113.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
江苏,60509.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
浙江,29138.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
安徽,25754.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
福建,17074.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
江西,6744.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
山东,32130.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
河南,15968.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
湖北,17592.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
湖南,10498.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
广东,62834.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
广西,3596.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
海南,3354.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
重庆,11245.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
四川,14150.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
贵州,3207.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
云南,3702.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
西藏,18.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
陕西,14857.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
甘肃,3426.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
青海,947.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
宁夏,363.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
新疆,913.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
香港,15.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2019各省份公共充电桩保有量   .xlsx,工作表1,,,,,,,,,,2019.0,,
北京,87634.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
天津,27846.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
河北,31804.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
山西,19455.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
内蒙古,3490.0,,,数据来源：中国充电联盟,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
辽宁,8258.0,,,中国电动汽车充电基础设施促进联盟（EVCIPA）（简称“中国充电联盟”）是应国办〔2015〕73号文要求、国家能源局作为指导单位，由行业协会、科研院所、电网企业、充电运营服务商、汽车制造商、充电设施制造商等发起成立的非盈利性社团组织。,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
吉林,3768.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
黑龙江,4860.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
上海,85538.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
江苏,77053.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
浙江,61542.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
安徽,38959.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
福建,25926.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
江西,11343.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
山东,48890.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
河南,32816.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
湖北,33408.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
湖南,18554.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
广东,85874.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
广西,7580.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
海南,5813.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
重庆,17533.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
四川,23872.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
贵州,4902.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
云南,6004.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
西藏,193.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
陕西,25569.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
甘肃,4377.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
青海,1115.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
宁夏,1510.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
新疆,1897.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2020各省份公共充电桩保有量  .xlsx,工作表1,,,,,,,,,,2020.0,,
北京,96840.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
天津,33383.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
河北,38491.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
山西,25474.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
内蒙古,4500.0,,,数据来源：中国充电联盟,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
辽宁,10285.0,,,中国电动汽车充电基础设施促进联盟（EVCIPA）（简称“中国充电联盟”）是应国办〔2015〕73号文要求、国家能源局作为指导单位，由行业协会、科研院所、电网企业、充电运营服务商、汽车制造商、充电设施制造商等发起成立的非盈利性社团组织。,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
吉林,3811.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
黑龙江,7070.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
上海,103249.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
江苏,97265.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
浙江,82041.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
安徽,58307.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
福建,39853.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
江西,15547.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
山东,60251.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
河南,43556.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
湖北,58627.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
湖南,27095.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
广东,181846.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
广西,14026.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
海南,14042.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
重庆,20608.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
四川,38312.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
贵州,9355.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
云南,13600.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
西藏,391.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
陕西,34738.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
甘肃,5637.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
青海,1784.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
宁夏,2190.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
新疆,3206.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
澳门,18.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
香港,8.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2021各省份公共充电桩保有量 .xlsx,工作表1,,,,,,,,,,2021.0,,
北京,110145.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
天津,46565.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,更多数据可前往公众号“星源数据”,,2022.0,,
河北,48950.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
山西,33593.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
内蒙古,7696.0,,,数据来源：中国充电联盟,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
辽宁,12907.0,,,中国电动汽车充电基础设施促进联盟（EVCIPA）（简称“中国充电联盟”）是应国办〔2015〕73号文要求、国家能源局作为指导单位，由行业协会、科研院所、电网企业、充电运营服务商、汽车制造商、充电设施制造商等发起成立的非盈利性社团组织。,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
吉林,6810.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
黑龙江,9015.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
上海,122235.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
江苏,129677.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
浙江,125918.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
安徽,84129.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
福建,67299.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
江西,26739.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
山东,89965.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
河南,68016.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
湖北,101163.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
湖南,41336.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
广东,382960.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
广西,33246.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
海南,27596.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
重庆,38512.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
四川,61416.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
贵州,20261.0,,,,C:/Users/Lenovo/Desktop/Dissertaion/China Data/Charging\2022各省份公共充电桩保有量.xlsx,工作表1,,,,,,,,,,2022.0,,
